 time            i(VIin)         v(Vout)        
 4.79134070e-05 -9.85774564e-06  6.80466299e-01 
 4.79282585e-05 -8.84277306e-06  7.54037575e-01 
 4.79442473e-05 -7.44683687e-06  7.99079593e-01 
 4.79586650e-05 -5.96386663e-06  8.39805552e-01 
 4.79764259e-05 -3.91927294e-06  8.78584350e-01 
 4.79949850e-05 -1.62978396e-06  9.17329134e-01 
 4.80139266e-05  7.41151878e-07  9.25134385e-01 
 4.80408835e-05  3.91453310e-06  9.43557931e-01 
 4.80848360e-05  7.75312144e-06  1.05575892e+00 
 4.81719614e-05  7.30865917e-06  1.25719988e+00 
 4.82543813e-05 -1.55029216e-06  1.31311827e+00 
 4.83466526e-05 -1.03722032e-05  1.07009923e+00 
 4.84709924e-05 -4.56501571e-06  3.83426102e-01 
 4.85499853e-05  4.87635610e-06  2.43634918e-01 
 4.86350456e-05  8.92042655e-06  3.24225065e-01 
 4.87381401e-05  4.84846206e-07  7.59581257e-01 
 4.87874818e-05 -5.53786779e-06  1.13757728e+00 
 4.88461915e-05 -1.03518409e-05  1.31333729e+00 
 4.89206067e-05 -9.40218251e-06  1.24326058e+00 
 4.89908708e-05 -2.14469482e-06  1.16667178e+00 
 4.90553222e-05  5.40538535e-06  1.08118415e+00 
 4.91175499e-05  8.95620736e-06  1.10315645e+00 
 4.91830773e-05  6.45294096e-06  1.19501675e+00 
 4.92594545e-05 -2.18529215e-06  9.77191542e-01 
 4.93393426e-05 -1.00127863e-05  4.96553611e-01 
 4.94015757e-05 -1.04475161e-05  5.07216724e-01 
 4.94525468e-05 -6.61597336e-06  3.92814859e-01 
 4.94854714e-05 -2.81558969e-06  3.96407484e-01 
 4.95105013e-05  3.15801203e-07  6.81089924e-01 
 4.95291084e-05  2.57684073e-06  8.62377777e-01 
 4.95463006e-05  4.49554121e-06  9.87030014e-01 
 4.95631978e-05  6.13280101e-06  1.05555759e+00 
 4.95927281e-05  8.18889404e-06  1.12382502e+00 
 4.96269042e-05  8.99713726e-06  1.22487843e+00 
 4.96606036e-05  8.01571283e-06  1.15195502e+00 
 4.96980489e-05  5.07442167e-06  1.01730866e+00 
 4.97520239e-05 -1.25430624e-06  7.64673259e-01 
 4.97902380e-05 -5.84371915e-06  5.77029824e-01 
 4.98407836e-05 -1.00897586e-05  4.19816743e-01 
 4.98943706e-05 -1.07051974e-05  3.00251834e-01 
 4.99847180e-05 -2.90861351e-06  2.78323909e-01 
 5.00713848e-05  6.81488148e-06  2.75688485e-01 
 5.01634516e-05  7.85514243e-06  3.67926058e-01 
 5.02996168e-05 -6.83882219e-06  6.45007768e-01 
 5.04574726e-05 -6.09337933e-06  8.79984047e-01 
 5.06638030e-05  7.83453496e-06  1.20854976e+00 
 5.07787027e-05 -4.52919346e-06  1.20396232e+00 
 5.08825792e-05 -1.09546776e-05  4.68426198e-01 
 5.09302291e-05 -8.68675063e-06  2.72797278e-01 
 5.09807231e-05 -3.39878951e-06  2.83209542e-01 
 5.10174428e-05  1.17441099e-06  4.11882372e-01 
 5.10479830e-05  4.67092608e-06  7.64980222e-01 
 5.10742245e-05  7.03250455e-06  8.17763555e-01 
 5.10845340e-05  7.73470256e-06  7.60102832e-01 
 5.10956436e-05  8.32723517e-06  7.79588492e-01 
 5.11125085e-05  8.87705140e-06  8.75267665e-01 
 5.11317487e-05  8.96406054e-06  9.93619433e-01 
 5.11541510e-05  8.33651180e-06  1.09395640e+00 
 5.11810028e-05  6.62419762e-06  1.17644727e+00 
 5.12347065e-05  9.10030516e-07  1.28057101e+00 
 5.12732692e-05 -3.88260623e-06  1.30949229e+00 
 5.13503947e-05 -1.05257764e-05  1.27491907e+00 
 5.14637549e-05 -5.39884202e-06  7.47729513e-01 
 5.15424935e-05  4.08971250e-06  5.23251600e-01 
 5.16367299e-05  8.89155898e-06  9.54876586e-01 
 5.17130463e-05  3.47862900e-06  1.18151775e+00 
 5.17819894e-05 -4.91251032e-06  1.28255126e+00 
 5.18521758e-05 -1.05914912e-05  1.33778796e+00 
 5.19621399e-05 -5.58017431e-06  9.77727982e-01 
 5.20444393e-05  4.29864335e-06  7.82395095e-01 
 5.21393832e-05  8.83710114e-06  1.05240766e+00 
 5.22322552e-05  1.21144762e-06  1.25377854e+00 
 5.23029676e-05 -7.17539127e-06  1.28493110e+00 
 5.24133540e-05 -9.86082947e-06  8.33103099e-01 
 5.24819964e-05 -3.24314604e-06  4.43815144e-01 
 5.25267031e-05  2.29298613e-06  6.05353137e-01 
 5.25710954e-05  6.79214242e-06  9.15727043e-01 
 5.26014552e-05  8.56547915e-06  1.06606611e+00 
 5.26389619e-05  8.84648011e-06  1.27090623e+00 
 5.26584967e-05  8.12708330e-06  1.28930717e+00 
 5.26780253e-05  6.86092249e-06  1.27214022e+00 
 5.26919294e-05  5.66672941e-06  1.23208120e+00 
 5.27071572e-05  4.12744738e-06  1.19409254e+00 
 5.27234109e-05  2.27946187e-06  1.15437904e+00 
 5.27376358e-05  5.47493399e-07  1.07419836e+00 
 5.27531746e-05 -1.39882188e-06  1.01797518e+00 
 5.27700311e-05 -3.49068319e-06  9.52960062e-01 
 5.27904165e-05 -5.86333414e-06  8.91848327e-01 
 5.28142729e-05 -8.22683938e-06  7.91592873e-01 
 5.28619859e-05 -1.08665701e-05  5.38729636e-01 
 5.29134114e-05 -9.85748822e-06  3.35364660e-01 
 5.29494639e-05 -6.93222164e-06  4.63728172e-01 
 5.29721521e-05 -4.42848624e-06  7.08010225e-01 
 5.29873344e-05 -2.58489195e-06  8.81937631e-01 
 5.29977067e-05 -1.28814174e-06  9.67620280e-01 
 5.30078852e-05 -1.07366310e-08  1.03228890e+00 
 5.30171720e-05  1.14119441e-06  1.09118817e+00 
 5.30282608e-05  2.47718031e-06  1.14948153e+00 
 5.30448898e-05  4.34657048e-06  1.16594310e+00 
 5.30695486e-05  6.66885338e-06  1.18323208e+00 
 5.30932651e-05  8.21530545e-06  1.18678334e+00 
 5.31207284e-05  8.98559681e-06  1.18965791e+00 
 5.31529924e-05  8.38766784e-06  1.26391031e+00 
 5.31841923e-05  6.35879100e-06  1.28430588e+00 
 5.32147853e-05  3.28218708e-06  1.30079387e+00 
 5.32759714e-05 -4.20603051e-06  1.22568166e+00 
 5.33318196e-05 -9.56358032e-06  6.78112527e-01 
 5.33604524e-05 -1.08333668e-05  4.03376292e-01 
 5.33904725e-05 -1.08115747e-05  3.15755749e-01 
 5.34204400e-05 -9.41352197e-06  2.81632807e-01 
 5.34509693e-05 -6.77887761e-06  2.82913683e-01 
 5.34808080e-05 -3.38842459e-06  2.76402998e-01 
 5.35201466e-05  1.50473610e-06  2.76777701e-01 
 5.35601050e-05  5.85508729e-06  2.72109008e-01 
 5.36400220e-05  8.82235517e-06  3.12157466e-01 
 5.37555196e-05 -1.69305794e-06  8.05728380e-01 
 5.38273052e-05 -9.25701997e-06  1.23208237e+00 
 5.39023957e-05 -1.04132379e-05  1.02104836e+00 
 5.39750712e-05 -4.08165636e-06  5.92669198e-01 
 5.40314760e-05  2.85305220e-06  4.83387289e-01 
 5.40906147e-05  8.08088922e-06  5.80179407e-01 
 5.41531536e-05  8.38066704e-06  8.82803170e-01 
 5.42415951e-05  5.42304349e-08  1.21139553e+00 
 5.43262181e-05 -9.17919238e-06  9.07906372e-01 
 5.44165122e-05 -9.66994497e-06  3.90189228e-01 
 5.44837137e-05 -3.03233412e-06  4.85305785e-01 
 5.45329809e-05  3.02686273e-06  4.34278987e-01 
 5.45834296e-05  7.66629743e-06  4.73017890e-01 
 5.46248495e-05  8.99998212e-06  6.72152816e-01 
 5.46675370e-05  7.60505058e-06  8.60485257e-01 
 5.47179543e-05  2.91901937e-06  1.15422479e+00 
 5.47666008e-05 -3.07102561e-06  1.26873214e+00 
 5.48295832e-05 -9.41509739e-06  1.23224006e+00 
 5.49288838e-05 -8.79377674e-06  1.03808949e+00 
 5.50308312e-05  2.77815623e-06  9.98944271e-01 
 5.51486371e-05  8.56209040e-06  1.17505179e+00 
 5.52892319e-05 -5.73273001e-06  1.22144122e+00 
 5.54311413e-05 -8.61292681e-06  7.71571860e-01 
 5.55221758e-05  1.75076581e-06  4.97979700e-01 
 5.56498053e-05  8.51809578e-06  7.41371518e-01 
 5.57498202e-05 -9.77407231e-07  1.15073209e+00 
 5.58440342e-05 -1.02524051e-05  9.67225048e-01 
 5.59341049e-05 -8.36621879e-06  4.48886574e-01 
 5.60133286e-05  6.67101278e-07  2.84901164e-01 
 5.60852691e-05  7.77930967e-06  4.77684210e-01 
 5.61914525e-05  5.71127777e-06  1.03684460e+00 
 5.62379319e-05  5.10715097e-07  1.24943900e+00 
 5.62669939e-05 -3.11931812e-06  1.22914758e+00 
 5.63033340e-05 -7.21154629e-06  1.14405905e+00 
 5.63324640e-05 -9.60511454e-06  1.11499700e+00 
 5.63605886e-05 -1.08364643e-05  9.75394904e-01 
 5.64000695e-05 -1.05078636e-05  6.89371968e-01 
 5.64441311e-05 -7.45799305e-06  4.33777363e-01 
 5.64762711e-05 -3.93786501e-06  5.12766157e-01 
 5.64977682e-05 -1.28042188e-06  7.47745069e-01 
 5.65117341e-05  4.69208671e-07  8.36530840e-01 
 5.65191518e-05  1.38351690e-06  8.53661194e-01 
 5.65279314e-05  2.43833080e-06  9.07062658e-01 
 5.65379788e-05  3.59343075e-06  9.74952807e-01 
 5.65496657e-05  4.84381059e-06  1.04437486e+00 
 5.65628596e-05  6.10294559e-06  1.08524290e+00 
 5.65892474e-05  8.00759696e-06  1.14615017e+00 
 5.66137482e-05  8.90020536e-06  1.16220219e+00 
 5.66426255e-05  8.75571398e-06  1.17990373e+00 
 5.66811606e-05  6.61135146e-06  1.26701019e+00 
 5.67160604e-05  3.13684164e-06  1.25198249e+00 
 5.67564796e-05 -1.81335496e-06  1.01988170e+00 
 5.67933542e-05 -6.18251349e-06  9.80963964e-01 
 5.68159888e-05 -8.37418303e-06  1.04047621e+00 
 5.68378979e-05 -9.93265434e-06  9.58362592e-01 
 5.68633530e-05 -1.08930842e-05  8.46140202e-01 
 5.69012091e-05 -1.04625169e-05  6.30834127e-01 
 5.69441047e-05 -7.46052091e-06  4.00636369e-01 
 5.69750916e-05 -4.07921523e-06  3.26480215e-01 
 5.70303342e-05  2.72025769e-06  2.97250501e-01 
 5.70745082e-05  7.05369333e-06  3.21240612e-01 
 5.71602630e-05  8.03414931e-06  5.25509453e-01 
 5.72584745e-05 -2.06291922e-06  1.00703392e+00 
 5.73469473e-05 -1.03850533e-05  1.21875247e+00 
 5.74547078e-05 -6.38923678e-06  8.59470616e-01 
 5.75202924e-05  1.52246761e-06  6.58747544e-01 
 5.76170839e-05  8.95056281e-06  9.64393832e-01 
 5.76758701e-05  7.02541661e-06  1.25993473e+00 
 5.77376234e-05  5.49022773e-07  1.32255256e+00 
 5.78019423e-05 -7.07354758e-06  1.21725359e+00 
 5.78623109e-05 -1.08731380e-05  1.19748848e+00 
 5.79201407e-05 -9.43379089e-06  9.20638346e-01 
 5.79698012e-05 -4.70446052e-06  5.72637840e-01 
 5.80130590e-05  6.33682358e-07  4.52124807e-01 
 5.80634214e-05  6.15246493e-06  4.68235744e-01 
 5.81262749e-05  8.99871670e-06  8.10242163e-01 
 5.81837060e-05  6.40003119e-06  1.08495806e+00 
 5.82189840e-05  2.79965174e-06  1.23634272e+00 
 5.82395039e-05  3.15155739e-07  1.24030114e+00 
 5.82590886e-05 -2.13962336e-06  1.19912848e+00 
 5.82723308e-05 -3.76948937e-06  1.17383941e+00 
 5.82859524e-05 -5.36577415e-06  1.12824601e+00 
 5.83027781e-05 -7.15665046e-06  1.05557410e+00 
 5.83235284e-05 -8.98009252e-06  9.16948682e-01 
 5.83496160e-05 -1.04955447e-05  7.86475872e-01 
 5.83813246e-05 -1.09684331e-05  7.14154491e-01 
 5.84103628e-05 -1.00287652e-05  6.07693431e-01 
 5.84363852e-05 -8.16942818e-06  5.66190780e-01 
 5.84640397e-05 -5.36667557e-06  7.78066488e-01 
 5.84819424e-05 -3.24975879e-06  9.15754014e-01 
 5.84943353e-05 -1.71124331e-06  9.48856650e-01 
 5.85087404e-05  9.61475337e-08  9.70852289e-01 
 5.85375506e-05  3.54557397e-06  1.03427166e+00 
 5.85652981e-05  6.31527640e-06  1.10516212e+00 
 5.86167457e-05  8.94625240e-06  1.21915818e+00 
 5.87196410e-05  2.72315339e-06  1.30601689e+00 
 5.88771483e-05 -1.09963562e-05  1.24231662e+00 
 5.91075394e-05  8.76024650e-06  1.19918401e+00 
 5.93197625e-05 -8.68607753e-06  9.89908995e-01 
 5.96728846e-05  7.24354362e-06  7.10554568e-01 
 6.00848945e-05  7.75667413e-06  1.22105638e+00 
 6.03192220e-05 -8.64244606e-06  6.63456452e-01 
 6.04251749e-05 -9.07723378e-06  3.38817378e-01 
 6.04781160e-05 -3.71548960e-06  5.35444298e-01 
 6.05391354e-05  3.72204758e-06  1.11550519e+00 
 6.05963443e-05  8.35862440e-06  1.30856306e+00 
 6.06529369e-05  8.39006825e-06  1.18881934e+00 
 6.06813479e-05  6.59606777e-06  1.22574292e+00 
 6.07106151e-05  3.74965877e-06  1.27058684e+00 
 6.07328734e-05  1.13561212e-06  1.29182910e+00 
 6.07773901e-05 -4.37438090e-06  1.34110457e+00 
 6.08109670e-05 -7.93354868e-06  9.96032295e-01 
 6.08280125e-05 -9.30683337e-06  7.28918215e-01 
 6.08398518e-05 -1.00403275e-05  7.02720759e-01 
 6.08545449e-05 -1.06714493e-05  7.15550955e-01 
 6.08653959e-05 -1.09272589e-05  6.75403211e-01 
 6.08756424e-05 -1.09996741e-05  6.69462202e-01 
 6.08857015e-05 -1.09097131e-05  6.90605601e-01 
 6.08964242e-05 -1.06397747e-05  6.96939955e-01 
 6.09074109e-05 -1.01819881e-05  6.97447187e-01 
 6.09293842e-05 -8.75422395e-06  6.83920009e-01 
 6.09733310e-05 -4.28894716e-06  6.49957014e-01 
 6.10006378e-05 -9.19856965e-07  5.91702529e-01 
 6.10329040e-05  3.01801958e-06  5.40134874e-01 
 6.10718285e-05  6.84954928e-06  5.98218195e-01 
 6.11326028e-05  8.95439607e-06  8.52272548e-01 
 6.12074840e-05  4.09214971e-06  1.18284337e+00 
 6.12761208e-05 -4.22381048e-06  1.23761068e+00 
 6.13833176e-05 -1.09454251e-05  9.43448431e-01 
 6.14897058e-05 -2.29000418e-06  6.29101621e-01 
 6.15944590e-05  8.27252332e-06  9.57946763e-01 
 6.16796013e-05  6.73697150e-06  1.30736167e+00 
 6.17774729e-05 -4.38417329e-06  1.28340445e+00 
 6.18832817e-05 -1.09458952e-05  8.23785368e-01 
 6.19532303e-05 -6.54469531e-06  4.44494246e-01 
 6.20065981e-05 -1.71809550e-07  5.91271157e-01 
 6.20605770e-05  5.89814549e-06  9.70523490e-01 
 6.20899274e-05  8.04438494e-06  1.13495455e+00 
 6.21200489e-05  8.98065120e-06  1.20343095e+00 
 6.21526101e-05  8.40411069e-06  1.23894288e+00 
 6.21987149e-05  5.00772946e-06  1.35534339e+00 
 6.22356777e-05  7.90095680e-07  1.23078083e+00 
 6.22706014e-05 -3.56002462e-06  1.14177555e+00 
 6.22898997e-05 -5.80648748e-06  1.21999150e+00 
 6.23102510e-05 -7.86842745e-06  1.25007699e+00 
 6.23366720e-05 -9.86234423e-06  1.11962555e+00 
 6.23636827e-05 -1.08990422e-05  8.25357022e-01 
 6.23927850e-05 -1.07512935e-05  5.43395617e-01 
 6.24250077e-05 -9.08959806e-06  3.74011300e-01 
 6.24639222e-05 -5.37994745e-06  2.92903593e-01 
 6.25114271e-05  4.31044510e-07  2.83337448e-01 
 6.25558576e-05  5.45691050e-06  4.83749417e-01 
 6.25901148e-05  8.05440144e-06  7.99177725e-01 
 6.26091945e-05  8.80340264e-06  1.01942172e+00 
 6.26211593e-05  8.98835522e-06  1.05393094e+00 
 6.26285394e-05  8.99011060e-06  1.03836467e+00 
 6.26359555e-05  8.90538401e-06  1.07659036e+00 
 6.26427267e-05  8.75291317e-06  1.09299800e+00 
 6.26528949e-05  8.39188029e-06  1.09756878e+00 
 6.26645120e-05  7.79244223e-06  1.12332012e+00 
 6.26820819e-05  6.53575038e-06  1.16999233e+00 
 6.27002529e-05  4.85211099e-06  1.21628179e+00 
 6.27316705e-05  1.28304318e-06  1.27275591e+00 
 6.27945056e-05 -6.30570776e-06  1.31824193e+00 
 6.28905611e-05 -1.08094161e-05  1.04906717e+00 
 6.29821091e-05 -3.22934570e-06  5.51450465e-01 
 6.30412467e-05  3.95422156e-06  4.39693465e-01 
 6.31199381e-05  8.97977575e-06  6.57929170e-01 
 6.31963786e-05  5.23981071e-06  1.05237308e+00 
 6.32709996e-05 -3.60836742e-06  1.18606628e+00 
 6.33558630e-05 -1.07122320e-05  6.17618197e-01 
 6.33995310e-05 -1.05286139e-05  3.51050676e-01 
 6.34502075e-05 -6.85673851e-06  4.43577326e-01 
 6.34814306e-05 -3.31238400e-06  3.73940021e-01 
 6.35073958e-05 -7.19484605e-08  4.08882809e-01 
 6.35248106e-05  2.06752535e-06  6.35407293e-01 
 6.35359885e-05  3.36986300e-06  7.76110737e-01 
 6.35443034e-05  4.28415259e-06  8.38054365e-01 
 6.35527009e-05  5.14900308e-06  8.72413597e-01 
 6.35629034e-05  6.10682145e-06  9.24829068e-01 
 6.35732910e-05  6.96208353e-06  9.79104799e-01 
 6.35940663e-05  8.25393219e-06  1.07022510e+00 
 6.36223968e-05  8.99464978e-06  1.16253798e+00 
 6.36428804e-05  8.74862723e-06  1.21171175e+00 
 6.36838478e-05  6.38803802e-06  1.27520193e+00 
 6.37198273e-05  2.70141634e-06  1.30126705e+00 
 6.37917864e-05 -6.01302000e-06  1.31762822e+00 
 6.38975952e-05 -1.05995908e-05  8.62245013e-01 
 6.39391224e-05 -7.92544707e-06  5.27208383e-01 
 6.39832358e-05 -3.09110985e-06  5.13366992e-01 
 6.40239245e-05  1.96136037e-06  4.96818557e-01 
 6.40621479e-05  6.03971176e-06  4.73238901e-01 
 6.40969834e-05  8.38662010e-06  7.10171300e-01 
 6.41345325e-05  8.92833903e-06  9.29253869e-01 
 6.41703357e-05  7.42059765e-06  1.08134253e+00 
 6.42069586e-05  4.14885380e-06  1.26974456e+00 
 6.42328406e-05  1.13964838e-06  1.14033186e+00 
 6.42484726e-05 -8.08079171e-07  9.96898149e-01 
 6.42633937e-05 -2.67516430e-06  9.71028711e-01 
 6.42770892e-05 -4.33876395e-06  9.45981288e-01 
 6.42982618e-05 -6.69975307e-06  9.02925886e-01 
 6.43222191e-05 -8.87986959e-06  8.38690684e-01 
 6.43650521e-05 -1.09219652e-05  6.18362883e-01 
 6.43968393e-05 -1.06257679e-05  5.72984074e-01 
 6.44317095e-05 -8.56643560e-06  8.25817964e-01 
 6.44580255e-05 -6.03345834e-06  9.80153188e-01 
 6.44815244e-05 -3.30091347e-06  9.94858741e-01 
 6.45053441e-05 -3.28946079e-07  9.91464788e-01 
 6.45411290e-05  3.94136956e-06  1.01297178e+00 
 6.45797777e-05  7.42828022e-06  1.11936176e+00 
 6.46350428e-05  8.92047125e-06  1.23983462e+00 
 6.46700606e-05  7.43919685e-06  1.26504509e+00 
 6.47400961e-05  2.41344298e-07  1.30991856e+00 
 6.47898887e-05 -5.80527533e-06  1.31865790e+00 
 6.48894738e-05 -1.08350483e-05  9.47945447e-01 
 6.49942914e-05 -1.71674545e-06  3.80873014e-01 
 6.50535343e-05  5.23124984e-06  2.69483650e-01 
 6.51363211e-05  8.89897320e-06  6.16422055e-01 
 6.52216019e-05  2.49334224e-06  1.13933991e+00 
 6.52689102e-05 -3.35401849e-06  1.27484257e+00 
 6.53138342e-05 -8.18862165e-06  8.90560013e-01 
 6.53454792e-05 -1.03197624e-05  5.58498866e-01 
 6.53709484e-05 -1.09870414e-05  6.17951770e-01 
 6.53957363e-05 -1.06624062e-05  6.97080247e-01 
 6.54262695e-05 -8.99537545e-06  8.25677689e-01 
 6.54573277e-05 -6.10903607e-06  9.23168700e-01 
 6.54883624e-05 -2.45721284e-06  9.37819101e-01 
 6.55194759e-05  1.42305892e-06  9.76954136e-01 
 6.55582783e-05  5.68616555e-06  1.02081236e+00 
 6.56097218e-05  8.81626289e-06  1.15849295e+00 
 6.57048655e-05  4.37253544e-06  1.26058614e+00 
 6.57906019e-05 -5.88367476e-06  1.31438782e+00 
 6.58710485e-05 -1.09876741e-05  1.21260503e+00 
 6.59875875e-05 -2.55348634e-06  5.75582541e-01 
 6.60776011e-05  7.27794304e-06  4.30650575e-01 
 6.61645567e-05  7.78976656e-06  7.05801331e-01 
 6.62193844e-05  2.75305557e-06  9.74658651e-01 
 6.62734498e-05 -3.90432038e-06  1.17119325e+00 
 6.63282504e-05 -9.32343894e-06  9.53406527e-01 
 6.63840487e-05 -1.09354203e-05  5.15936356e-01 
 6.64146454e-05 -9.78444557e-06  3.47332902e-01 
 6.64423956e-05 -7.62295853e-06  2.92301983e-01 
 6.64749197e-05 -4.09976380e-06  2.81297281e-01 
 6.65077931e-05 -2.22573392e-08  4.05397125e-01 
 6.65414831e-05  3.98000937e-06  7.48283022e-01 
 6.65638708e-05  6.19181884e-06  9.48826647e-01 
 6.65862682e-05  7.83872488e-06  1.15535993e+00 
 6.66120461e-05  8.86780038e-06  1.06087710e+00 
 6.66255478e-05  8.99976309e-06  9.37822207e-01 
 6.66353200e-05  8.91602607e-06  9.71160002e-01 
 6.66461383e-05  8.64926865e-06  1.02653059e+00 
 6.66621271e-05  7.93123983e-06  1.07596694e+00 
 6.66786765e-05  6.81007637e-06  1.12156537e+00 
 6.67004329e-05  4.83375984e-06  1.13493930e+00 
 6.67253156e-05  2.05242625e-06  1.09966167e+00 
 6.67588612e-05 -2.11122730e-06  1.02689586e+00 
 6.68082788e-05 -7.68620745e-06  8.64981423e-01 
 6.68573935e-05 -1.07562389e-05  6.99983355e-01 
 6.69180779e-05 -9.57022674e-06  5.04548635e-01 
 6.70087161e-05  9.31032260e-08  4.20522565e-01 
 6.70978883e-05  8.42522498e-06  4.61660699e-01 
 6.72404815e-05  1.93281155e-07  4.85421289e-01 
 6.73905978e-05 -1.08085188e-05  2.91670305e-01 
 6.75038191e-05 -5.20267399e-07  2.77056192e-01 
 6.76051290e-05  8.68985028e-06  2.89124409e-01 
 6.77115001e-05  3.65150466e-06  4.38514627e-01 
 6.77977800e-05 -6.64990116e-06  9.05365485e-01 
 6.78577448e-05 -1.07658333e-05  1.21215112e+00 
 6.79176746e-05 -9.59623296e-06  1.19643068e+00 
 6.79756685e-05 -4.01016554e-06  1.09799312e+00 
 6.80354082e-05  3.30415434e-06  1.08124600e+00 
 6.81287113e-05  8.98912676e-06  1.16700420e+00 
 6.82434938e-05 -1.83312646e-07  1.20742704e+00 
 6.83695392e-05 -1.09764644e-05  4.98665932e-01 
 6.84446638e-05 -7.40673898e-06  3.45009850e-01 
 6.84820691e-05 -3.23424302e-06  2.97767312e-01 
 6.85267856e-05  2.30277527e-06  3.55050668e-01 
 6.85516113e-05  5.04044510e-06  6.60743007e-01 
 6.85705707e-05  6.75064451e-06  8.54869099e-01 
 6.85846528e-05  7.74196394e-06  9.37995912e-01 
 6.85998906e-05  8.50630983e-06  1.02873845e+00 
 6.86303664e-05  8.97727078e-06  1.14313588e+00 
 6.86713405e-05  7.35182782e-06  1.22702859e+00 
 6.87044661e-05  4.41479747e-06  1.27952816e+00 
 6.87707173e-05 -3.57410496e-06  1.31395818e+00 
 6.88545319e-05 -1.06710346e-05  1.32716823e+00 
 6.89457649e-05 -7.29988333e-06  8.02491994e-01 
 6.90127140e-05  5.90895689e-07  4.56396306e-01 
 6.90731193e-05  6.94901107e-06  4.21462904e-01 
 6.91385798e-05  8.85474713e-06  6.48537405e-01 
 6.91805838e-05  6.65816600e-06  9.58312802e-01 
 6.92317164e-05  1.27742952e-06  1.16756612e+00 
 6.92969013e-05 -6.55845157e-06  1.01524798e+00 
 6.93618211e-05 -1.08631775e-05  5.13415512e-01 
 6.94004100e-05 -1.04945190e-05  3.18283560e-01 
 6.94337197e-05 -8.39887505e-06  2.85714092e-01 
 6.94639754e-05 -5.37393272e-06  2.79758282e-01 
 6.95026760e-05 -6.63782193e-07  2.75962208e-01 
 6.95518605e-05  5.06537616e-06  2.74297826e-01 
 6.96151240e-05  8.92308730e-06  2.87447447e-01 
 6.97416508e-05  4.72613552e-08  4.25337571e-01 
 6.98573340e-05 -1.07545972e-05  7.69804589e-01 
 7.00117246e-05  4.68026158e-07  1.25917558e+00 
 7.01648631e-05  7.77133946e-06  1.32422311e+00 
 7.03434673e-05 -1.02251399e-05  1.31212517e+00 
 7.05451789e-05  4.37723574e-06  1.31342663e+00 
 7.08037655e-05 -7.25394173e-06  1.17724438e+00 
 7.12153469e-05  3.21830826e-06  7.65959645e-01 
 7.16182085e-05  8.96360396e-06  1.22147691e+00 
 7.20577565e-05  5.63726495e-06  1.36219701e+00 
 7.24760010e-05 -3.97030015e-06  1.26376244e+00 
 7.33124898e-05 -8.07016475e-06  3.31598382e-01 
 7.39543405e-05 -6.42805323e-06  2.37959813e-01 
 7.46686081e-05  7.53570473e-06  1.33382842e+00 
 7.51205842e-05  8.98460776e-06  1.20379057e+00 
 7.55763124e-05  7.18600377e-06  3.63268129e-01 
 7.59513477e-05 -6.73999850e-06  2.55552447e-01 
 7.62478727e-05 -7.32701915e-07  1.23497149e+00 
 7.64458535e-05 -7.29123154e-06  1.35476600e+00 
 7.66609615e-05  7.99616778e-06  1.03719333e+00 
 7.68338278e-05 -9.69115662e-06  9.84160863e-01 
 7.70396165e-05  3.77525436e-06  1.07202985e+00 
 7.73366959e-05 -9.86373515e-06  1.04299917e+00 
 7.76060419e-05  8.71756064e-06  8.90356753e-01 
 7.80320563e-05  2.92024747e-06  1.23736257e+00 
 7.83256244e-05 -9.13604368e-06  7.09517452e-01 
 7.85227773e-05  1.82335251e-06  2.89149095e-01 
 7.87066399e-05  4.18314378e-06  1.00361793e+00 
 7.88399141e-05 -1.00436665e-05  1.28639519e+00 
 7.89796419e-05 -3.53045868e-06  6.92512956e-01 
 7.90270921e-05  2.33910950e-06  4.69302016e-01 
 7.90824217e-05  7.60240610e-06  6.29669677e-01 
 7.91375090e-05  8.87670640e-06  1.01092639e+00 
 7.91852780e-05  6.26572823e-06  1.23581831e+00 
 7.92405300e-05  1.87232916e-07  1.22620329e+00 
 7.93011869e-05 -6.99785466e-06  1.27713771e+00 
 7.93656088e-05 -1.09304447e-05  1.21458075e+00 
 7.94156037e-05 -9.72627023e-06  8.41294311e-01 
 7.94621009e-05 -5.58453269e-06  6.87144708e-01 
 7.95116060e-05  4.53288273e-07  5.92207236e-01 
 7.95597696e-05  5.82433378e-06  5.67316625e-01 
 7.96094042e-05  8.80856737e-06  8.40071666e-01 
 7.96711492e-05  7.36501863e-06  1.11995488e+00 
 7.97300301e-05  1.48324062e-06  1.24821092e+00 
 7.97919646e-05 -6.03239116e-06  1.31925305e+00 
 7.99045843e-05 -1.03168675e-05  1.21812037e+00 
 8.00016983e-05 -7.86605415e-07  8.62331895e-01 
 8.00849189e-05  7.75814966e-06  8.39644438e-01 
 8.01741985e-05  7.14896065e-06  1.17470674e+00 
 8.02517823e-05 -1.22395291e-06  1.30044446e+00 
 8.03409924e-05 -1.01006615e-05  1.27580815e+00 
 8.04828016e-05 -3.14442666e-06  6.96292658e-01 
 8.05747021e-05  7.06810939e-06  5.82804867e-01 
 8.06799797e-05  6.70676003e-06  1.04267636e+00 
 8.07579188e-05 -1.99346161e-06  1.19956349e+00 
 8.08491202e-05 -1.04758193e-05  9.65764588e-01 
 8.09417888e-05 -7.67989596e-06  7.04354845e-01 
 8.10382761e-05  3.62658225e-06  9.41224915e-01 
 8.11268362e-05  8.99733791e-06  1.29741964e+00 
