 time            i(VIin)         v(Vout)        
 1.01608249e-03  7.60666587e-06  9.79074819e-01 
 1.01611138e-03  8.85393327e-06  1.10644057e+00 
 1.01615634e-03  8.23441605e-06  1.30293371e+00 
 1.01619201e-03  5.65938767e-06  1.06367131e+00 
 1.01621454e-03  3.31053043e-06  8.72920316e-01 
 1.01623056e-03  1.41828954e-06  9.03214601e-01 
 1.01624636e-03 -5.42973852e-07  9.28719523e-01 
 1.01627729e-03 -4.36212841e-06  9.62848904e-01 
 1.01630520e-03 -7.39388397e-06  9.34424238e-01 
 1.01636104e-03 -1.08464388e-05  6.60832280e-01 
 1.01642381e-03 -9.17707826e-06  3.62538288e-01 
 1.01648069e-03 -3.40245554e-06  2.83339522e-01 
 1.01653512e-03  3.27117893e-06  2.81116747e-01 
 1.01660804e-03  8.77384697e-06  5.95464917e-01 
 1.01668379e-03  6.39322031e-06  1.07726463e+00 
 1.01672145e-03  2.51101398e-06  1.19886333e+00 
 1.01677947e-03 -4.61954331e-06  1.30455146e+00 
 1.01683034e-03 -9.46608676e-06  8.02541717e-01 
 1.01685603e-03 -1.07173276e-05  4.96210007e-01 
 1.01687582e-03 -1.09994699e-05  5.38013614e-01 
 1.01689697e-03 -1.06212819e-05  5.80441888e-01 
 1.01691502e-03 -9.76167362e-06  6.02007167e-01 
 1.01693478e-03 -8.30843605e-06  5.89129089e-01 
 1.01695285e-03 -6.58412064e-06  4.89206091e-01 
 1.01696758e-03 -4.96227688e-06  4.93463149e-01 
 1.01698201e-03 -3.24196381e-06  6.35769792e-01 
 1.01698893e-03 -2.38635282e-06  7.27106352e-01 
 1.01699438e-03 -1.70543083e-06  7.75690865e-01 
 1.01699837e-03 -1.20477754e-06  8.02554919e-01 
 1.01700135e-03 -8.30414791e-07  8.22533934e-01 
 1.01700398e-03 -5.00175933e-07  8.36724748e-01 
 1.01700671e-03 -1.57552768e-07  8.53635935e-01 
 1.01700870e-03  9.15658217e-08  8.68440835e-01 
 1.01701130e-03  4.15670060e-07  8.84536943e-01 
 1.01701380e-03  7.25893722e-07  8.95932597e-01 
 1.01701611e-03  1.01049179e-06  9.08442649e-01 
 1.01701784e-03  1.22311333e-06  9.20041300e-01 
 1.01702010e-03  1.49936578e-06  9.32139774e-01 
 1.01702196e-03  1.72419346e-06  9.39017051e-01 
 1.01702403e-03  1.97448932e-06  9.46622523e-01 
 1.01702709e-03  2.33864786e-06  9.62049279e-01 
 1.01703032e-03  2.71841523e-06  9.76934354e-01 
 1.01703329e-03  3.06225668e-06  9.85100311e-01 
 1.01703656e-03  3.43429899e-06  9.97770374e-01 
 1.01703932e-03  3.74221299e-06  1.01192598e+00 
 1.01704231e-03  4.06992648e-06  1.02148793e+00 
 1.01704556e-03  4.41751885e-06  1.03180966e+00 
 1.01704873e-03  4.74826034e-06  1.04560701e+00 
 1.01705213e-03  5.09262652e-06  1.05210532e+00 
 1.01705586e-03  5.45706954e-06  1.06007577e+00 
 1.01705894e-03  5.74801164e-06  1.07249081e+00 
 1.01706193e-03  6.02048717e-06  1.07692692e+00 
 1.01706568e-03  6.34772241e-06  1.08355267e+00 
 1.01706908e-03  6.63101149e-06  1.09591532e+00 
 1.01707282e-03  6.92637375e-06  1.09833469e+00 
 1.01707700e-03  7.23560541e-06  1.10268132e+00 
 1.01708027e-03  7.46145414e-06  1.10616038e+00 
 1.01708326e-03  7.65570411e-06  1.10308272e+00 
 1.01708603e-03  7.82474111e-06  1.10941393e+00 
 1.01708917e-03  8.00362570e-06  1.12150296e+00 
 1.01709217e-03  8.16117903e-06  1.12166952e+00 
 1.01709446e-03  8.27242968e-06  1.11701720e+00 
 1.01709734e-03  8.40185319e-06  1.12096556e+00 
 1.01710022e-03  8.51903315e-06  1.12402109e+00 
 1.01710297e-03  8.61938646e-06  1.12093535e+00 
 1.01710587e-03  8.71231198e-06  1.12745956e+00 
 1.01710845e-03  8.78439766e-06  1.13571498e+00 
 1.01711102e-03  8.84618689e-06  1.13322908e+00 
 1.01711450e-03  8.91305765e-06  1.12565816e+00 
 1.01711782e-03  8.95936105e-06  1.13062709e+00 
 1.01712057e-03  8.98453874e-06  1.13183405e+00 
 1.01712284e-03  8.99630899e-06  1.12665069e+00 
 1.01712517e-03  8.99997705e-06  1.12717038e+00 
 1.01712838e-03  8.99095878e-06  1.13602616e+00 
 1.01713056e-03  8.97560456e-06  1.13668331e+00 
 1.01713252e-03  8.95537993e-06  1.13200536e+00 
 1.01713454e-03  8.92828864e-06  1.12975856e+00 
 1.01713726e-03  8.88150969e-06  1.13455186e+00 
 1.01714032e-03  8.81527607e-06  1.13606945e+00 
 1.01714320e-03  8.73973116e-06  1.13013533e+00 
 1.01714617e-03  8.64814056e-06  1.13324968e+00 
 1.01714960e-03  8.52614353e-06  1.13695864e+00 
 1.01715315e-03  8.38072840e-06  1.12730694e+00 
 1.01715664e-03  8.22016757e-06  1.11998369e+00 
 1.01715991e-03  8.05328692e-06  1.11726168e+00 
 1.01716294e-03  7.88486477e-06  1.11096834e+00 
 1.01716603e-03  7.69990052e-06  1.10994944e+00 
 1.01716981e-03  7.45592194e-06  1.10980269e+00 
 1.01717355e-03  7.19574090e-06  1.10329932e+00 
 1.01717764e-03  6.89099461e-06  1.10277072e+00 
 1.01718159e-03  6.57619517e-06  1.10036327e+00 
 1.01718480e-03  6.30703380e-06  1.09441970e+00 
 1.01718832e-03  5.99772667e-06  1.09559260e+00 
 1.01719218e-03  5.64289084e-06  1.09321110e+00 
 1.01719638e-03  5.24008300e-06  1.08714113e+00 
 1.01720029e-03  4.84795100e-06  1.08136052e+00 
 1.01720400e-03  4.46424315e-06  1.07350164e+00 
 1.01720752e-03  4.08858756e-06  1.07220769e+00 
 1.01721150e-03  3.65119267e-06  1.06834146e+00 
 1.01721587e-03  3.15882258e-06  1.06155519e+00 
 1.01722006e-03  2.67464353e-06  1.05508359e+00 
 1.01722419e-03  2.18673767e-06  1.04738896e+00 
 1.01722839e-03  1.68263105e-06  1.04399024e+00 
 1.01723339e-03  1.07248034e-06  1.03712958e+00 
 1.01723905e-03  3.71986748e-07  1.02615381e+00 
 1.01724450e-03 -3.10009618e-07  1.01611553e+00 
 1.01725065e-03 -1.08223703e-06  1.00476450e+00 
 1.01725745e-03 -1.93466826e-06  9.93833974e-01 
 1.01726746e-03 -3.17685493e-06  9.73249701e-01 
 1.01727789e-03 -4.43368349e-06  9.48252050e-01 
 1.01729482e-03 -6.33895575e-06  9.08093313e-01 
 1.01731594e-03 -8.37031045e-06  8.49193428e-01 
 1.01733702e-03 -9.88241512e-06  7.99439841e-01 
 1.01736323e-03 -1.08907423e-05  7.30992151e-01 
 1.01738004e-03 -1.09799207e-05  6.46889646e-01 
 1.01741368e-03 -9.84180542e-06  4.54563722e-01 
 1.01743567e-03 -8.23167193e-06  4.78793137e-01 
 1.01745277e-03 -6.59249916e-06  6.60312561e-01 
 1.01746195e-03 -5.60184909e-06  7.62368936e-01 
 1.01746931e-03 -4.76127811e-06  8.29304941e-01 
 1.01747672e-03 -3.88372066e-06  8.90356139e-01 
 1.01748518e-03 -2.85217638e-06  9.37497335e-01 
 1.01749569e-03 -1.54120981e-06  9.86437745e-01 
 1.01750696e-03 -1.27086426e-07  1.03940810e+00 
 1.01751973e-03  1.45439480e-06  1.09062421e+00 
 1.01753853e-03  3.65531481e-06  1.14896227e+00 
 1.01757148e-03  6.82245757e-06  1.17777024e+00 
 1.01760461e-03  8.67362596e-06  1.21717018e+00 
 1.01764856e-03  8.56478483e-06  1.27396351e+00 
 1.01769237e-03  5.62575393e-06  1.03275077e+00 
 1.01773596e-03  7.55070411e-07  8.46596709e-01 
 1.01778263e-03 -4.98687651e-06  7.80668980e-01 
 1.01782476e-03 -9.07250083e-06  5.88963314e-01 
 1.01788022e-03 -1.09784537e-05  3.68885089e-01 
 1.01791370e-03 -9.84065721e-06  3.03559176e-01 
 1.01798065e-03 -3.40804349e-06  2.77746646e-01 
 1.01803468e-03  3.22124188e-06  2.73846483e-01 
 1.01811255e-03  8.87785641e-06  2.83957449e-01 
 1.01826829e-03 -3.27834007e-06  8.86103858e-01 
 1.01834313e-03 -1.02087256e-05  1.17455515e+00 
 1.01841692e-03 -9.64424774e-06  7.14512886e-01 
 1.01846397e-03 -5.37466675e-06  4.52922536e-01 
 1.01850240e-03 -6.98701995e-07  3.41387593e-01 
 1.01855355e-03  5.23328269e-06  3.00209387e-01 
 1.01860108e-03  8.55154131e-06  3.92936349e-01 
 1.01864570e-03  8.66369610e-06  5.83546118e-01 
 1.01871297e-03  3.48686118e-06  1.06484137e+00 
 1.01875361e-03 -1.45329755e-06  1.20206800e+00 
 1.01880768e-03 -7.62980829e-06  1.16363335e+00 
 1.01887425e-03 -1.09995582e-05  5.66101919e-01 
 1.01890781e-03 -1.01619064e-05  4.12896588e-01 
 1.01893212e-03 -8.53274590e-06  6.63976005e-01 
 1.01894396e-03 -7.47433200e-06  7.83778262e-01 
 1.01895455e-03 -6.40548174e-06  8.07316945e-01 
 1.01896387e-03 -5.38578143e-06  8.00107214e-01 
 1.01898250e-03 -3.18103421e-06  7.61382401e-01 
 1.01901050e-03  3.15237921e-07  7.09267984e-01 
 1.01906040e-03  5.88217990e-06  7.34554235e-01 
 1.01911098e-03  8.84512526e-06  9.21945259e-01 
 1.01916942e-03  7.48187812e-06  1.17389804e+00 
 1.01922597e-03  1.97401141e-06  1.25446012e+00 
 1.01930627e-03 -7.49686825e-06  1.23501337e+00 
 1.01940736e-03 -1.01843174e-05  1.06529141e+00 
 1.01953063e-03  2.75456966e-06  1.03861452e+00 
 1.01965439e-03  8.32571494e-06  1.25515355e+00 
 1.01971503e-03  3.25442733e-06  1.29826566e+00 
 1.01983631e-03 -9.84112379e-06  1.10037912e+00 
 1.01995072e-03 -6.80478890e-06  4.18069706e-01 
 1.02000791e-03 -7.36020930e-09  4.89301215e-01 
 1.02004031e-03  3.85130485e-06  7.98043204e-01 
 1.02006568e-03  6.34810576e-06  1.04765761e+00 
 1.02008388e-03  7.69425038e-06  1.08959479e+00 
 1.02010154e-03  8.56867448e-06  1.06471668e+00 
 1.02011196e-03  8.86597606e-06  1.10055827e+00 
 1.02012936e-03  8.98501571e-06  1.17191635e+00 
 1.02014655e-03  8.63553661e-06  1.18842766e+00 
 1.02016441e-03  7.79874734e-06  1.15675463e+00 
 1.02018237e-03  6.51152193e-06  1.17741936e+00 
 1.02020017e-03  4.86038620e-06  1.22279858e+00 
 1.02021561e-03  3.18781616e-06  1.24097468e+00 
 1.02022600e-03  1.97006607e-06  1.18760932e+00 
 1.02023359e-03  1.04729184e-06  1.12680535e+00 
 1.02023913e-03  3.62124264e-07  1.10304862e+00 
 1.02024324e-03 -1.51279769e-07  1.08568461e+00 
 1.02024628e-03 -5.33186078e-07  1.07137331e+00 
 1.02024897e-03 -8.70078209e-07  1.05933028e+00 
 1.02025175e-03 -1.22039245e-06  1.04648828e+00 
 1.02025382e-03 -1.48043079e-06  1.03773792e+00 
 1.02025647e-03 -1.81276845e-06  1.02683379e+00 
 1.02025863e-03 -2.08276383e-06  1.01751629e+00 
 1.02026107e-03 -2.38706897e-06  1.00814943e+00 
 1.02026283e-03 -2.60478113e-06  1.00236444e+00 
 1.02026511e-03 -2.88762954e-06  9.93865917e-01 
 1.02026783e-03 -3.22133737e-06  9.82563239e-01 
 1.02027019e-03 -3.51060401e-06  9.74884930e-01 
 1.02027243e-03 -3.78170654e-06  9.69143617e-01 
 1.02027460e-03 -4.04227748e-06  9.63318070e-01 
 1.02027806e-03 -4.45299980e-06  9.51172308e-01 
 1.02028238e-03 -4.95794139e-06  9.37757416e-01 
 1.02028635e-03 -5.41062704e-06  9.26148718e-01 
 1.02028955e-03 -5.76845575e-06  9.14693762e-01 
 1.02029318e-03 -6.16423331e-06  9.06928982e-01 
 1.02029837e-03 -6.71135473e-06  8.94355168e-01 
 1.02030315e-03 -7.19357860e-06  8.83336696e-01 
 1.02030850e-03 -7.70681500e-06  8.70830100e-01 
 1.02031420e-03 -8.22030827e-06  8.58481667e-01 
 1.02031970e-03 -8.68137736e-06  8.46215777e-01 
 1.02032422e-03 -9.03206298e-06  8.35413975e-01 
 1.02032747e-03 -9.26873248e-06  8.26706023e-01 
 1.02032992e-03 -9.43781886e-06  8.19339719e-01 
 1.02033208e-03 -9.58042188e-06  8.17247070e-01 
 1.02033433e-03 -9.72199624e-06  8.14513961e-01 
 1.02033779e-03 -9.92629551e-06  8.01311486e-01 
 1.02034166e-03 -1.01353309e-05  7.90584337e-01 
 1.02034522e-03 -1.03079021e-05  7.89639548e-01 
 1.02034928e-03 -1.04821855e-05  7.77299234e-01 
 1.02035260e-03 -1.06064158e-05  7.72182112e-01 
 1.02035491e-03 -1.06829476e-05  7.74671177e-01 
 1.02035785e-03 -1.07686933e-05  7.67907127e-01 
 1.02036091e-03 -1.08437407e-05  7.62444392e-01 
 1.02036373e-03 -1.08999152e-05  7.64147542e-01 
 1.02036673e-03 -1.09460014e-05  7.56864792e-01 
 1.02036925e-03 -1.09739019e-05  7.48954824e-01 
 1.02037194e-03 -1.09926044e-05  7.50718223e-01 
 1.02037491e-03 -1.09999931e-05  7.56447550e-01 
 1.02037808e-03 -1.09925169e-05  7.52009958e-01 
 1.02038036e-03 -1.09773607e-05  7.50745807e-01 
 1.02038233e-03 -1.09576358e-05  7.54617983e-01 
 1.02038437e-03 -1.09307201e-05  7.55611986e-01 
 1.02038708e-03 -1.08849884e-05  7.49034270e-01 
 1.02038903e-03 -1.08449187e-05  7.42820649e-01 
 1.02039146e-03 -1.07868947e-05  7.44885486e-01 
 1.02039348e-03 -1.07315165e-05  7.50158019e-01 
 1.02039572e-03 -1.06630205e-05  7.48722759e-01 
 1.02039752e-03 -1.06022695e-05  7.44937459e-01 
 1.02039957e-03 -1.05270744e-05  7.44380955e-01 
 1.02040225e-03 -1.04194286e-05  7.49834927e-01 
 1.02040491e-03 -1.03018298e-05  7.56765237e-01 
 1.02040740e-03 -1.01826727e-05  7.54707579e-01 
 1.02040930e-03 -1.00851410e-05  7.50753559e-01 
 1.02041180e-03 -9.94972507e-06  7.54061516e-01 
 1.02041426e-03 -9.80761895e-06  7.60586962e-01 
 1.02041650e-03 -9.67073585e-06  7.59328970e-01 
 1.02041823e-03 -9.56030064e-06  7.56115484e-01 
 1.02042049e-03 -9.40982154e-06  7.59114940e-01 
 1.02042243e-03 -9.27552144e-06  7.64557689e-01 
 1.02042442e-03 -9.13289468e-06  7.67413811e-01 
 1.02042729e-03 -8.91796501e-06  7.64205272e-01 
 1.02043086e-03 -8.63581595e-06  7.63501251e-01 
 1.02043416e-03 -8.36142418e-06  7.69292111e-01 
 1.02043768e-03 -8.05520395e-06  7.66111661e-01 
 1.02044174e-03 -7.68491941e-06  7.67242068e-01 
 1.02044535e-03 -7.34033726e-06  7.72131328e-01 
 1.02044875e-03 -7.00422279e-06  7.71938684e-01 
 1.02045193e-03 -6.68042431e-06  7.78216719e-01 
 1.02045632e-03 -6.21799323e-06  7.86382320e-01 
 1.02046047e-03 -5.76593896e-06  7.92922372e-01 
 1.02046492e-03 -5.26652866e-06  8.02165336e-01 
 1.02047019e-03 -4.65894248e-06  8.03617563e-01 
 1.02047762e-03 -3.77595704e-06  7.97490026e-01 
 1.02048635e-03 -2.70724520e-06  8.07072855e-01 
 1.02049761e-03 -1.30042465e-06  8.41853908e-01 
 1.02050835e-03  4.68344840e-08  8.71890574e-01 
 1.02052338e-03  1.89582355e-06  9.09597655e-01 
 1.02055345e-03  5.22255130e-06  9.79460928e-01 
 1.02058702e-03  7.88269251e-06  1.06686625e+00 
 1.02065418e-03  8.33532408e-06  1.18604925e+00 
 1.02070432e-03  4.43020919e-06  1.26187395e+00 
 1.02080461e-03 -7.33597991e-06  1.32740861e+00 
 1.02089706e-03 -1.06181843e-05  7.48279103e-01 
 1.02095801e-03 -6.03516895e-06  3.69851605e-01 
 1.02100468e-03 -4.11802674e-07  4.77625518e-01 
 1.02103915e-03  3.72374561e-06  6.65033355e-01 
 1.02106120e-03  5.95476132e-06  7.82876631e-01 
 1.02108245e-03  7.60418232e-06  9.06763187e-01 
 1.02110409e-03  8.65688794e-06  1.02539578e+00 
 1.02112406e-03  8.99929620e-06  1.10441854e+00 
 1.02116398e-03  7.82410782e-06  1.21355366e+00 
 1.02122329e-03  2.29368867e-06  1.29564176e+00 
 1.02131105e-03 -7.94097143e-06  1.32337060e+00 
 1.02143013e-03 -8.69470722e-06  1.30009845e+00 
 1.02157926e-03  7.39313595e-06  8.49791037e-01 
 1.02175717e-03 -1.89957874e-06  5.83343118e-01 
 1.02192811e-03 -8.85459484e-06  5.37880742e-01 
 1.02217350e-03  7.19945546e-06  8.66707938e-01 
 1.02243500e-03 -8.28986130e-06  9.44315947e-01 
 1.02269600e-03  5.27684566e-06  4.60319691e-01 
 1.02294756e-03 -7.12300303e-06  4.84581371e-01 
 1.02319980e-03  4.89801896e-06  5.05231729e-01 
 1.02355951e-03  5.80048272e-06  1.24664456e+00 
 1.02380016e-03 -6.89364327e-06  1.25916267e+00 
 1.02403878e-03  3.68284613e-06  3.51721687e-01 
 1.02413518e-03  8.91831709e-06  3.41516922e-01 
 1.02419509e-03  5.36599378e-06  2.89674943e-01 
 1.02425384e-03 -1.48286042e-06  3.05920325e-01 
 1.02428517e-03 -5.27694521e-06  3.29240179e-01 
 1.02432161e-03 -8.83261676e-06  2.88043392e-01 
 1.02435478e-03 -1.06790309e-05  2.95440530e-01 
 1.02439204e-03 -1.07716847e-05  2.76654571e-01 
 1.02443029e-03 -8.68172987e-06  2.85726712e-01 
 1.02448345e-03 -3.06467774e-06  2.74952561e-01 
 1.02453636e-03  3.41195843e-06  5.17989381e-01 
 1.02458507e-03  7.76722946e-06  9.24013738e-01 
 1.02461436e-03  8.91075638e-06  1.08991777e+00 
 1.02464441e-03  8.70403154e-06  1.17369507e+00 
 1.02467225e-03  7.28818624e-06  1.23755581e+00 
 1.02471136e-03  3.66754068e-06  1.28615436e+00 
 1.02475138e-03 -1.17364386e-06  1.30571044e+00 
 1.02483143e-03 -9.53845931e-06  1.32596697e+00 
 1.02498632e-03 -2.71042351e-06  8.02569200e-01 
 1.02508253e-03  7.60938094e-06  5.35281280e-01 
 1.02517745e-03  6.90502995e-06  9.25287594e-01 
 1.02526923e-03 -3.39308316e-06  1.30832127e+00 
 1.02535856e-03 -1.07872985e-05  1.31992968e+00 
 1.02547873e-03 -3.64140481e-06  1.31326384e+00 
 1.02559258e-03  8.18172933e-06  1.23350011e+00 
 1.02570779e-03  4.05892332e-06  6.15378868e-01 
 1.02577823e-03 -4.47403088e-06  3.39513899e-01 
 1.02586656e-03 -1.09438329e-05  3.66528052e-01 
 1.02593815e-03 -8.01335274e-06  3.10440064e-01 
 1.02600666e-03 -1.64206276e-07  3.07904927e-01 
 1.02611982e-03  8.97885469e-06  3.58176367e-01 
 1.02619501e-03  5.37295677e-06  2.80551386e-01 
 1.02626092e-03 -2.36807114e-06  3.38873870e-01 
 1.02631089e-03 -7.92669507e-06  3.20956635e-01 
 1.02636214e-03 -1.08696570e-05  2.82442193e-01 
 1.02640036e-03 -1.04966655e-05  2.87099754e-01 
 1.02646176e-03 -5.62302509e-06  2.75901617e-01 
 1.02652993e-03  2.67289325e-06  2.77920184e-01 
 1.02662972e-03  8.98241706e-06  4.13677208e-01 
 1.02675049e-03 -1.06180129e-06  1.02233143e+00 
 1.02684828e-03 -1.04414095e-05  1.00041844e+00 
 1.02693907e-03 -7.93029651e-06  5.31637748e-01 
 1.02698878e-03 -2.40478094e-06  4.38131329e-01 
 1.02705451e-03  5.32651403e-06  5.23783410e-01 
 1.02709538e-03  8.31504287e-06  7.06553679e-01 
 1.02714391e-03  8.71902805e-06  9.48502171e-01 
 1.02717057e-03  7.40488479e-06  1.04922161e+00 
 1.02722121e-03  2.53918491e-06  1.21286151e+00 
 1.02725814e-03 -2.02133849e-06  1.28951766e+00 
 1.02729240e-03 -6.07967847e-06  9.84126056e-01 
 1.02731765e-03 -8.51387958e-06  6.75223659e-01 
 1.02733786e-03 -9.93030452e-06  6.32819925e-01 
 1.02735938e-03 -1.08079149e-05  6.01262213e-01 
 1.02738760e-03 -1.08750070e-05  5.37025457e-01 
 1.02742356e-03 -9.19491831e-06  5.20361678e-01 
 1.02744571e-03 -7.30512261e-06  5.59804977e-01 
 1.02746297e-03 -5.48744044e-06  6.98334167e-01 
 1.02747353e-03 -4.26567623e-06  8.07515471e-01 
 1.02748231e-03 -3.20438022e-06  8.67441299e-01 
 1.02749095e-03 -2.13527136e-06  9.09499379e-01 
 1.02750821e-03  3.02661665e-08  9.72317559e-01 
 1.02753810e-03  3.60672740e-06  1.06970134e+00 
 1.02757162e-03  6.83361688e-06  1.13385973e+00 
 1.02761805e-03  8.96192359e-06  1.13670991e+00 
 1.02766733e-03  7.61830478e-06  1.05007427e+00 
 1.02772388e-03  2.22394883e-06  1.10702846e+00 
 1.02776062e-03 -2.33060062e-06  1.21906220e+00 
 1.02780275e-03 -7.15394004e-06  1.20308632e+00 
 1.02787372e-03 -1.09987008e-05  8.43688850e-01 
 1.02795441e-03 -6.42066598e-06  4.02664094e-01 
 1.02801367e-03  7.09345715e-07  3.00682476e-01 
 1.02807368e-03  6.99155805e-06  3.31542905e-01 
 1.02817359e-03  7.19336279e-06  5.83854601e-01 
 1.02827214e-03 -3.74684306e-06  8.05210949e-01 
 1.02838476e-03 -1.09248183e-05  4.74907313e-01 
 1.02843271e-03 -8.48389114e-06  3.06549212e-01 
 1.02848528e-03 -2.83868831e-06  3.80392992e-01 
 1.02853495e-03  3.25220687e-06  6.87458002e-01 
 1.02858312e-03  7.64710469e-06  1.01919503e+00 
 1.02863050e-03  8.97610281e-06  1.17431526e+00 
 1.02866153e-03  7.96451102e-06  1.24034492e+00 
 1.02872360e-03  2.25732955e-06  1.30239286e+00 
 1.02876563e-03 -2.95117224e-06  1.29930448e+00 
 1.02880378e-03 -7.25580047e-06  8.97481481e-01 
 1.02883119e-03 -9.52271603e-06  5.43812029e-01 
 1.02886022e-03 -1.08279760e-05  3.91430844e-01 
 1.02888262e-03 -1.09542022e-05  3.21648420e-01 
 1.02891109e-03 -9.98898849e-06  2.95005472e-01 
 1.02894502e-03 -7.37201189e-06  2.81011342e-01 
 1.02897486e-03 -4.10699952e-06  2.78791605e-01 
 1.02903453e-03  3.20443888e-06  2.74787864e-01 
 1.02909025e-03  8.06156751e-06  2.78990482e-01 
 1.02920169e-03  4.70522025e-06  4.04666743e-01 
 1.02935656e-03 -1.07327514e-05  9.16192952e-01 
 1.02954776e-03  4.64814502e-06  1.22689603e+00 
 1.02972569e-03  2.00809356e-06  1.20812444e+00 
 1.03001447e-03  8.08720489e-07  1.29150047e+00 
 1.03028376e-03 -5.11646817e-06  1.26584168e+00 
 1.03058027e-03  7.46147267e-06  1.27672017e+00 
 1.03100261e-03 -6.71836139e-07  1.32868746e+00 
 1.03175562e-03 -1.70566026e-06  1.31540061e+00 
 1.03253302e-03  3.03110918e-06  1.29354079e+00 
 1.03340987e-03 -1.00551545e-05  3.30281182e-01 
 1.03444107e-03 -7.74709532e-06  2.44840531e-01 
 1.03537342e-03 -1.09980175e-05  3.20077509e-01 
 1.03711534e-03  8.92639686e-06  1.20286598e+00 
 1.03923245e-03  1.18775346e-06  1.35876857e+00 
 1.04125826e-03 -2.03660215e-06  2.53724653e-01 
 1.04498465e-03 -2.91690810e-06  1.35001728e+00 
 1.04847597e-03 -3.97442123e-06  2.84849359e-01 
 1.04903619e-03  3.39234284e-06  3.67124207e-01 
 1.05015663e-03  8.22044457e-06  1.28198700e+00 
 1.05079795e-03 -6.66781362e-06  1.33883441e+00 
 1.05140132e-03 -1.04581307e-05  3.08028673e-01 
 1.05171214e-03  3.58067961e-06  2.53119708e-01 
 1.05200929e-03  1.64979403e-07  1.17860978e+00 
 1.05217026e-03  7.42574098e-06  1.30191118e+00 
 1.05231218e-03 -8.04256732e-06  1.31270773e+00 
 1.05244657e-03 -7.22111921e-06  1.27166511e+00 
 1.05251475e-03  8.42593465e-07  9.86215617e-01 
 1.05257135e-03  6.81188683e-06  9.80923732e-01 
 1.05262276e-03  8.99602113e-06  1.16410744e+00 
 1.05268267e-03  6.48664982e-06  1.27457261e+00 
 1.05275084e-03 -1.10509024e-06  1.31195907e+00 
 1.05282335e-03 -8.96663032e-06  1.32367694e+00 
 1.05290403e-03 -1.03418339e-05  1.14354814e+00 
 1.05296274e-03 -5.51299775e-06  8.00732837e-01 
 1.05301213e-03  5.17923612e-07  6.05751107e-01 
 1.05306803e-03  6.54463959e-06  7.84969202e-01 
 1.05312371e-03  8.99869216e-06  1.07201113e+00 
 1.05316155e-03  7.96350128e-06  1.17701091e+00 
 1.05321105e-03  3.70127227e-06  1.27256889e+00 
 1.05325141e-03 -1.17760139e-06  1.30440775e+00 
 1.05333214e-03 -9.58405439e-06  1.32615758e+00 
 1.05340065e-03 -1.04849722e-05  1.32620801e+00 
 1.05346666e-03 -5.06791835e-06  9.64587471e-01 
 1.05352814e-03  2.46351168e-06  5.12352756e-01 
 1.05357232e-03  6.88756852e-06  5.97722864e-01 
 1.05361592e-03  8.93498965e-06  9.00456070e-01 
 1.05365228e-03  8.41824926e-06  1.04722498e+00 
 1.05369242e-03  5.62080741e-06  1.15461333e+00 
 1.05373019e-03  1.46390758e-06  1.25103403e+00 
 1.05378379e-03 -5.11919629e-06  1.31043287e+00 
 1.05388723e-03 -1.08820631e-05  9.69361602e-01 
 1.05395049e-03 -6.82809737e-06  5.03491422e-01 
 1.05399827e-03 -1.21715189e-06  5.35909630e-01 
 1.05403059e-03  2.75017218e-06  8.09951394e-01 
 1.05404975e-03  4.85215245e-06  9.67000047e-01 
 1.05406737e-03  6.49056743e-06  1.13012182e+00 
 1.05408372e-03  7.68422953e-06  1.14758516e+00 
 1.05409731e-03  8.40048577e-06  1.12646529e+00 
 1.05411043e-03  8.83287044e-06  1.14192332e+00 
 1.05412308e-03  8.99709751e-06  1.14068504e+00 
 1.05413375e-03  8.93954274e-06  1.16650405e+00 
 1.05415510e-03  8.29316729e-06  1.22669973e+00 
 1.05417354e-03  7.19645259e-06  1.25441389e+00 
 1.05421043e-03  3.77017429e-06  1.28325816e+00 
 1.05425982e-03 -2.23087560e-06  1.31896340e+00 
 1.05434309e-03 -1.02068033e-05  1.31239638e+00 
 1.05442868e-03 -8.80999652e-06  8.03823618e-01 
 1.05448934e-03 -2.33614555e-06  4.04185260e-01 
 1.05453406e-03  3.15017596e-06  4.96446344e-01 
 1.05457942e-03  7.40426480e-06  7.48573315e-01 
 1.05461116e-03  8.84919833e-06  8.83121170e-01 
 1.05463572e-03  8.90942645e-06  1.08056391e+00 
 1.05465255e-03  8.40686294e-06  1.08901652e+00 
 1.05466146e-03  7.96890641e-06  1.03292356e+00 
 1.05467000e-03  7.44354893e-06  1.04290132e+00 
 1.05467825e-03  6.84343707e-06  1.07660516e+00 
 1.05469106e-03  5.74730183e-06  1.10332559e+00 
 1.05470261e-03  4.60951541e-06  1.10608418e+00 
 1.05471290e-03  3.49463928e-06  1.12830105e+00 
 1.05473182e-03  1.26532123e-06  1.17368504e+00 
 1.05475180e-03 -1.22678279e-06  1.20948219e+00 
 1.05479178e-03 -6.01275478e-06  1.20365682e+00 
 1.05487174e-03 -1.09916207e-05  8.20861437e-01 
 1.05491155e-03 -9.96367067e-06  5.50582245e-01 
 1.05496120e-03 -5.68494488e-06  3.44164767e-01 
 1.05501311e-03  6.40553388e-07  2.93974587e-01 
 1.05506822e-03  6.56094020e-06  5.57378337e-01 
 1.05512381e-03  8.99887319e-06  9.62731836e-01 
 1.05515814e-03  8.14554567e-06  1.22582453e+00 
